mateus_S_711,6ZGH_A,100.000,15,0,0,1,15,742,756,1.03e-05,49.8,100.00
mateus_S_711,QIG55857.1,100.000,15,0,0,1,15,711,725,1.03e-05,49.8,100.00
mateus_S_711,QJE37812.1,100.000,15,0,0,1,15,708,722,1.03e-05,49.8,100.00
mateus_S_711,QNL09184.1,100.000,15,0,0,1,15,75,89,1.04e-05,49.8,100.00
mateus_S_711,ACJ60703.1,93.333,15,1,0,1,15,697,711,1.16e-04,46.9,93.33
mateus_S_711,ACJ60694.1,93.333,15,1,0,1,15,680,694,1.16e-04,46.9,93.33
mateus_S_711,ACJ60681.1,85.714,14,2,0,2,15,694,707,0.005,42.2,92.86
mateus_S_711,AAS75868.1,85.714,14,2,0,2,15,694,707,0.005,42.2,92.86
mateus_S_711,ABY85258.1,85.714,14,2,0,2,15,694,707,0.005,42.2,92.86
mateus_S_711,CAW42276.1,100.000,10,0,0,6,15,350,359,2.7,34.6,100.00
mateus_S_711,AAO59459.1,81.818,11,2,0,2,12,838,848,15,32.5,90.91
mateus_S_711,XP_015264560.1,75.000,12,3,0,4,15,29,40,15,32.5,75.00
mateus_S_711,WP_077991615.1,90.000,10,1,0,1,10,195,204,15,32.5,100.00
mateus_S_711,TKC52576.1,81.818,11,2,0,5,15,45,55,15,32.5,81.82
mateus_S_711,WP_077991630.1,90.000,10,1,0,1,10,61,70,15,32.5,100.00
mateus_S_711,CAA75454.1,90.000,10,1,0,6,15,350,359,21,32.0,100.00
mateus_S_711,CAA75461.1,90.000,10,1,0,6,15,350,359,21,32.0,100.00
mateus_S_711,AEM24669.1,90.000,10,1,0,6,15,349,358,21,32.0,100.00
mateus_S_711,AHJ81238.1,90.000,10,1,0,6,15,350,359,21,32.0,100.00
mateus_S_711,AYA94000.1,90.000,10,1,0,6,15,350,359,21,32.0,100.00
mateus_S_711,WP_089370108.1,90.000,10,1,0,3,12,212,221,21,32.0,100.00
mateus_S_711,WP_059265187.1,90.000,10,1,0,5,14,59,68,21,32.0,90.00
mateus_S_711,WP_014677187.1,90.000,10,1,0,5,14,57,66,21,32.0,90.00
mateus_S_711,TWV41856.1,90.000,10,1,0,5,14,57,66,21,32.0,90.00
mateus_S_711,RRQ72657.1,90.000,10,1,0,5,14,57,66,21,32.0,90.00
mateus_S_711,WP_099894694.1,90.000,10,1,0,5,14,55,64,21,32.0,90.00
mateus_S_711,WP_030787460.1,90.000,10,1,0,5,14,57,66,21,32.0,90.00
